NCR Registration No,Full Name,Trading Name,Legal Registration No,Phone,Fax,Physical Address,Town,Final Registration Date,Status
NCRCP2218,IMPENSUS TRADING CC,BAFANA FINANCE,2003/032932/23,018 788 3559,018 788 3559,Shop 5A Gold Street Carletonville 2500,Carletonville,10/1/2007,Registered!
NCRCP22180,PHATS CASH LOAN (PTY) LTD,,2024/224822/07,076 531 9905,,Stand No 114 Maniini Thohoyandou 0950,Thohoyandou,7/18/2025,Registered!
NCRCP22181,MAAKE CASH LOANS (PTY) LTD,,2024/510277/07,072 357 1892,,Stando No 776 Ga-Rapitsi Gakgapane 0838,Gakgapane,7/20/2025,Registered!
NCRCP22182,MATLOMBE SERVICES (PTY) LTD,MATLOMBE FINANCIAL SERVICES,2025/267014/07,  ,,1516 Indlulamithi Avenue Ext 3 Langaville BRAKPAN 1541,BRAKPAN,7/24/2025,Registered!
NCRCP22183,TWENTY TWO DEGREES CENTIGRADE (PTY) LTD,EAZY LOANS,2025/282126/07,081 784 7921,,73 Malabor South Lynnwood Glen Pretoria 0081,Pretoria,7/21/2025,Registered!
NCRCP22184,MULAS SOLUTIONS (PTY) LTD,,2025/128664/07,072 455 3604,,18 Lapworth Street Gresswold JOHANNESBURG 2000,JOHANNESBURG,7/21/2025,Registered!
NCRCP22185,BATHO PRESTIGE FINANCE (PTY) LTD,,2025/298299/07,011 568 5349,,1090 Kgetleng Street Khuma Klerksdorp 2571,Klerksdorp,7/23/2025,Registered!
NCRCP22186,NTHAMBE GROUP OF COMPANIES (PTY) LTD,,2022/850804/07,071 436 5889,,Stand No 0070 Matidza Village Nzhelele 0993,Nzhelele,7/22/2025,Registered!
NCRCP22187,DEIS TECHNOLOGIES (PTY) LTD,,2022/595177/07,081 515 4258,,24 Sand Olive Close Savanna Hills Estate Halfway House 1685,Halfway House,7/21/2025,Registered!
NCRCP19787,ZZZM GROUP (PTY) LTD,,2023/139567/07,071 084 6245,,Ward 9 KwaMbonambi Kwambonambi 3915,Kwambonambi,7/11/2024,Registered!
NCRCP19788,CAPITAL ONE INVESTMENTS (PTY) LTD,PAYDAY LOANS BY CAPITAL ONE,2024/048117/07,068 901 0092,,12785 Setholemoru Street Eastfield Ext 23 Vosloorus 1475,Vosloorus,7/8/2024,Registered!
NCRCP19789,IPHASI LOKE (PTY) LTD,,2023/682701/07,060 844 9377,,7626 Vilakazi Street Extension 11 Embalenhle 2285,Embalenhle,7/8/2024,Registered!
NCRCP19790,AUGURY CAPITAL (PTY) LTD,,2019/033452/07,087 087 8308,,262 Blackburn Road Durban North 4051,Durban North,7/1/2024,Registered!
NCRCP19791,NEPTUNE FINANCE (PTY) LTD,,2024/062592/07,074 284 5430,,10856 B Ramushu Street Orlando West Soweto. 1804,Soweto.,7/10/2024,Registered!
NCRCP19792,UMCEBO SONKE GROUP (PTY) LTD,UMCEBO SONKE FINANCIAL SERVICES,2018/449500/07,060 444 7644,,38 Melle Street Braamfontein Johannesburg 2001,Johannesburg,7/10/2024,Registered!
NCRCP19793,MAG SAM CREDIT CLEAR SOLUTIONS (PTY) LTD,,2022/318884/07,  ,,Stand No 727 Kwena Mafolo Village Driekop 1129,Driekop,7/10/2024,Registered!
NCRCP19794,GEJU CAPITAL (PTY) LTD,THUSO AGRIFUND,2024/006223/07,081 784 7921,,113 Queens Road Forthill King William's Town 5601,King William's Town,7/8/2024,Registered!
NCRCP19795,ORM LEGACY GROUP (PTY) LTD,,2024/085297/07,  ,,1428 Makgothi Street Batho Loacation Bloemfontein 9323,Bloemfontein,7/8/2024,Registered!
NCRCP19796,GUBEKA (PTY) LTD,,2023/797917/07,073 578 8672,,8216 Horseshoe Kokstad 4700,Kokstad,7/11/2024,Registered!
NCRCP10771,HOPETOWN FIN DIENSTE (PTY) LTD,,2016/336894/07,082 776 1046,,7 Swartbas Laan Upington 8800,Upington,6/3/2018,Registered!
NCRCP10772,HLUHLU FINANCIAL SERVICES (PTY) LTD,,2017/385184/07,015 101 0592,,"Thabakgolo Building, 3rd Floor 58-60 Landros Mare Street Polokwane (Pietersburg) 0700",Polokwane (Pietersburg),6/8/2018,Registered!
NCRCP10774,TYME BANK LIMITED,TYMEBANK,2015/231510/06,087 286 8833,,30 Jellicoe Avenue Rosebank JOHANNESBURG 2196,JOHANNESBURG,6/12/2018,Registered!
NCRCP10776,SEALATLOKWA TRADING AND PROJECTS (PTY) LTD,,2017/512468/07,082 928 3339,,"4955 Umbilo Street Ext 32 , Birch Arcres KEMPTON PARK 1619",KEMPTON PARK,6/20/2018,Registered!
NCRCP10779,ZB FINANCIAL SERVICES (PTY) LTD,,2018/032782/07,011 784 5554,,117 4th Street Parkmore JOHANNESBURG 2196,JOHANNESBURG,6/21/2018,Registered!
NCRCP10781,YIMLO TRADING (PTY) LTD,,2018/069707/07,061 443 9054,,5583 Umphafa Street Block VV Ext5 Soshanguve East Pretoria SOSHANGUVE 0152,SOSHANGUVE,5/31/2018,Registered!
NCRCP10783,NTSAKO NYABANE TRADING (PTY) LTD,,2017/486018/07,082 480 2307,,Stand 1105 Mathezensloop Kwaggafontein 0458,Kwaggafontein,6/13/2018,Registered!
NCRCP10784,C D S AFRIK TRADING CC,,2009/091090/23,041 373 1153,086 595 0811,28 Main Street UITENHAGE 6229,UITENHAGE,6/18/2018,Registered!
NCRCP10786,BHOYANA (PTY) LTD,,2015/048503/07,076 030 5317,,17 Shetland Drive Glenwood Pietermaritzburg 3201,Pietermaritzburg,6/25/2018,Registered!
NCRCP1079,QUICK LEAP INVESTMENTS 45 (PTY) LTD,RETHABILE FINANCE,2003/030922/07,083 263 3141,086 518 5988,Shop 8 Absa Centre Setsi Street Phuthaditjhaba 9866,Phuthaditjhaba,6/26/2007,Registered!
NCRCP17155,SURECREDIT (PTY) LTD,,2009/019986/07,012 810 1400,,Argo House 184 Erasmus Street Meyerpark SILVERTON 0184,SILVERTON,3/8/2023,Registered!
NCRCP17156,LEBAMAT PROJECTS (PTY) LTD,LEBAMAT CASH LOAN,2022/591654/07,076 872 8300,,1015 Huma Section Moruleng Saulspoort 0318,Saulspoort,2/14/2023,Registered!
NCRCP17157,MAMELANO TRADING (PTY) LTD,,2021/884834/07,073 669 4381,,J 2384 Section Botshabelo 9781,Botshabelo,2/17/2023,Registered!
NCRCP17158,S A SIZOLWAMI CREDIT SOLUTION (PTY) LTD,,2019/387739/07,067 971 1679,,D1060 Fakazi Area Illovo. 4126,Illovo.,2/24/2023,Registered!
NCRCP17160,PRIVATE FINANCIAL ASSISTANCE (PTY) LTD,,2022/618034/07,072 348 8722,,Stand No 28 Driekoppies Imbongozi. 1333,Imbongozi.,3/3/2023,Registered!
NCRCP17161,LOMANU GODDESS (PTY) LTD,,2021/119022/07,060 479 9699,,"85 Emfuleni Place Fleurhof Ext 7 Roodepoort, 1718","Roodepoort,",3/3/2023,Registered!
NCRCP17162,LETHUKUTHULA SINDISIWE KHESWA,KHESWA MICRO LENDING,N/A,071 803 8613,,Thokoza Road Bethany Area Bergville 3350,Bergville,3/3/2023,Registered!
NCRCP17166,RTK FINANCING (PTY) LTD,,2022/892775/07,067 070 5801,,26 Mohlaba Street Atteridgeville Pretoria 0006,Pretoria,3/1/2023,Registered!
NCRCP17168,MZIRELA (PTY) LTD,,2017/214981/07,031 701 6380,,H 1305 Umlazi Township Umlazi 4031,Umlazi,3/10/2023,Registered!
NCRCP17169,GROW POINT HOLDINGS (PTY) LTD,LETONA FINANCE,2019/348111/07,071 239 1222,,231 Mokhulwane Lefalane Greater Sekhukhune Polokwane 0741,Polokwane,3/6/2023,Registered!
NCRCP22188,COASTAL EQUITIES (PTY) LTD,RISEUP CAPITAL,2016/476883/06,031 207 4817,,"Office 316, Cowey Park 91-123 Problem Mkhize Street Essenwood Durban 4001",Durban,7/21/2025,Registered!
NCRCP22189,VHALAUDZI HOLDINGS (PTY) LTD,,2017/358888/07,082 728 4033,,2667 Ha Mavhunda Sibasa Thohoyandou 0950,Thohoyandou,7/13/2025,Registered!
NCRCP22190,BRIDGE FIN (PTY) LTD,,2024/354976/07,011 568 5349,,"Block A, First Floor 314 Glenwood Road Lyunnwood Park MORELETAPARK 0081",MORELETAPARK,7/23/2025,Registered!
NCRCP22191,CENTUARY CASH LOANS (PTY) LTD,,2025/055921/07,061 073 6620,,Shop2 Island Road Island Club Hotel MILNERTON 7441,MILNERTON,7/18/2025,Registered!
NCRCP22192,LUKE SERVICE PROVIDER (PTY) LTD,,2017/298142/07,011 568 5349,,1 Seagull Street Lekaneng Tembisa 1632,Tembisa,7/21/2025,Registered!
NCRCP22193,PRUDITHETO FINANCIAL AID (PTY) LTD,PDT FINANCIAL AID,2024/621302/07,079 918 0439,,Stand No 16818 Unit G MANKWENG 0727,MANKWENG,7/17/2025,Registered!
NCRCP22194,MAANDA ATTORNEYS INC,,2023/951479/21,010 005 5872,,"Magalieszicht Avenue Albury Office Park, Building 4 Dunkeld West Johannesburg 2000",Johannesburg,7/21/2025,Registered!
NCRCP22195,LADIES AND GENTLEMEN CASH LOANS CC,,2004/091272/23,072 462 9171,,2485 Zone 7 Khangwelo Street Shayandima 0945,Shayandima,7/23/2025,Registered!
NCRCP22196,YARA AFRICA FERTILIZER (PTY) LTD,YARA CAPE,2011/003434/07,021 877 5300,,"The Pivot at Montecasino Second Floor, Block C No 1 Montecasino Boulevard Fourwways Johannesburg 2191",Johannesburg,7/7/2025,Registered!
NCRCP22197,POWERHOUSEOPTIM (PTY) LTD,,2023/720048/07,068 480 9798,,05 Diagonal Street Grand Central MIDRAND 1685,MIDRAND,7/24/2025,Registered!
NCRCP10800,SIYAVUKA CASH LOANS (PTY) LTD,,2015/329226/07,039 252 0442,,Siphaqeni A/A Mkumeni Location FLAGSTAFF 4810,FLAGSTAFF,6/26/2018,Registered!
NCRCP10821,MKWANAZI INVESTMENTS (PTY) LTD,,2013/114316/07,011 234 8739,,26 3rd Avenue Stiglingh Road Johannesburg 2128,Johannesburg,7/5/2018,Registered!
NCRCP10826,NYIKODZUNI (PTY) LTD,,2018/306033/07,081 006 6042,,The Link Office Park 84 Bishop Square C/O 6th Road and Leogem Street Midrand. 1687,Midrand.,7/5/2018,Registered!
NCRCP10832,BBARITA BRT PROJECTS (PTY) LTD,,2018/051373/07,073 506 7461,,256 Moretele View Mamelodi West 0122,Mamelodi West,7/9/2018,Registered!
NCRCP10834,BOTHAS PAND (PTY) LTD,,2018/060166/07,011 412 1549,,73 Main Reef Road West Parges Randfontein 1759,Randfontein,7/5/2018,Registered!
NCRCP10835,M MDIBANE GENERAL AND PROJECTS (PTY) LTD,,2016/486561/07,072 768 1487,,13 Johan Street Kriel 2271,Kriel,7/10/2018,Registered!
NCRCP10837,FAN CASH LOANS (PTY) LTD,,2017/502743/07,  ,,816 Japonika Street Marble Hall 0450,Marble Hall,7/10/2018,Registered!
NCRCP10839,NTT LOGISTICS AND PROJECTS (PTY) LTD,,2017/030288/07,031 941 4757,,320 Building Office No 10AD Westreet Durban 4000,Durban,7/6/2018,Registered!
NCRCP10847,ZEE SOMETHING PROJECTS (PTY) LTD,,2018/002219/07,013 231 7229,013 231 7229,Shop No 37 Cnr Eddie Sidibe and Church Street Maphutha Ditshaba Building Burgersfort 1150,Burgersfort,7/4/2018,Registered!
NCRCP10849,ATK FINANCIAL HELP (PTY) LTD,,2018/282667/07,011 432 6334,,9 Granite Drive Bassonia Rock Johannesburg 2092,Johannesburg,7/5/2018,Registered!
NCRCP17170,XTENDA HOUSING FINANCE (PTY) LTD,,2018/372507/07,082 885 1032,,2 Sterkbos Street Dalpark 6 DALPARK 1552,DALPARK,3/10/2023,Registered!
NCRCP17171,FUYUAN (PTY) LTD,,2017/142084/07,062 539 0553,,"100 Genl Maritz Street Polokwane, 0699","Polokwane,",3/10/2023,Registered!
NCRCP17172,AZANIA MICRO FINANCE (PTY) LTD,,2022/703357/07,068 696 8783,,721 Block Y Soshanguve SOSHANGUVE 0152,SOSHANGUVE,3/10/2023,Registered!
NCRCP17173,PRINCE SME FUND (NPC),THE PRINCE SME FUND,2022/876781/08,081 783 9987,,103 3rd Avenue Bezuidenhout Johannesburg 2193,Johannesburg,3/10/2023,Registered!
NCRCP17176,SOPAMA FINANCE (PTY) LTD,,2022/779185/07,066 174 4054,,20 Lungile Mabindla Street QUMBU 5180,QUMBU,3/10/2023,Registered!
NCRCP17177,ON GUARD CONSULTING (PTY) LTD,VUSA CASH LOANS & PAWN SHOP,2014/082199/07,012 023 1021,,Bank Towers Building Office 201 190 Thabo Sehume Street Pretoria 0002,Pretoria,3/10/2023,Registered!
NCRCP17178,LIVEWELL FINANCIAL SOLUTIONS (PTY) LTD,,2023/547400/07,076 215 1198,,34 Shirlandi Kaufman Road Halfway Gardens HALFWAY HOUSE 1685,HALFWAY HOUSE,3/10/2023,Registered!
NCRCP17186,XOBA FINANCE (PTY) LTD,,2022/529774/07,073 817 7515,,17465 Extension 6 Kanana ORKNEY 2619,ORKNEY,2/17/2023,Registered!
NCRCP17189,NIELAS MEUBELS CC,LADUUMA FURNITURE,2006/015616/23,083 233 8226,,Ailanto Country Estate 27 Mellbas Street Grimbeek Park Potchefstroom 2531,Potchefstroom,3/13/2023,Registered!
NCRCP17190,SCOTCHES FINANCE (PTY) LTD,,2022/564409/07,079 027 5942,,1516 Leboeng Ext 5 Khoi Street Tembisa 1628,Tembisa,3/8/2023,Registered!
NCRCP19797,FAST PAYDAY FINANCE (PTY) LTD,,2024/103270/07,  ,,437 Insephe Street Kwamathukuza Newcastle 2940,Newcastle,7/11/2024,Registered!
NCRCP19798,PB FINANCE (PTY) LTD,,2018/594645/07,  ,,9 Diamond Lane Bloubosrand Johannesburg 2000,Johannesburg,7/8/2024,Registered!
NCRCP19799,MABUYANE FINANCIAL SERVICES (PTY) LTD,,2023/906297/07,078 642 6002,,Ntokozile Location Bizana 4800,Bizana,7/10/2024,Registered!
NCRCP19800,SLK MABOKO GROUP (PTY) LTD,,2024/152330/07,083 606 3837,,85 Wordsworth Road Lomardy East Johannesburg 2000,Johannesburg,7/12/2024,Registered!
NCRCP19801,BREAKWAY CAPITAL (PTY) LTD,,2024/087748/07,  ,,99 Krom Street Eastlynne Pretoria 0186,Pretoria,7/15/2024,Registered!
NCRCP19802,IKASH (PTY) LTD,,2024/243777/07,071 545 6354,,6 Milbourn Road Mount Royal Golf Estate Malmesbury 7299,Malmesbury,7/9/2024,Registered!
NCRCP19803,JENNYS CASH SOLUTIONS (PTY) LTD,,2024/218563/07,076 872 1507,,38 Palm Court Wentworth Road Greenshields Park Port Elizabeth 6070,Port Elizabeth,7/12/2024,Registered!
NCRCP19804,CHIEF SUPERMARKET (PTY) LTD,,2001/025161/07,039 685 4130,,1 Watterson Street Port Shepstone 4240,Port Shepstone,7/9/2024,Registered!
NCRCP19805,2000STARSGROUP (PTY) LTD,CASH CONNECTIONS 200,2024/021430/07,072 701 4428,,33 Chelsea Street Stoney Drift East London 5201,East London,7/2/2024,Registered!
NCRCP19806,MABFIN SERVICES (PTY) LTD,,2024/017592/07,081 042 1405,,32 Acilia Street Birchleigh North Kempton Park 1620,Kempton Park,7/12/2024,Registered!
NCRCP22198,MLINDOS SERVICES (PTY) LTD,,2025/056837/07,078 586 9177,,S2G5 Blue Falt Vusmuzi Section Tembisa 1628,Tembisa,7/24/2025,Registered!
NCRCP22199,REGENESYS EDUCATION (PTY) LTD,,1997/009003/07,011 669 5000,,165 West Street Sandton JOHANNESBURG 2196,JOHANNESBURG,7/23/2025,Registered!
NCRCP22200,FINANCE KLINIK (PTY) LTD,,2021/392911/07,068 058 8796,,36 Frits street Elandsheuwel Klerksdorp 2571,Klerksdorp,7/23/2025,Registered!
NCRCP22201,FUSIONRISE GENERAL TRADING (PTY) LTD,,2024/377722/07,056 811 2672,,73 Fontein Street Promed Centre Ficksburg 9730,Ficksburg,7/8/2025,Registered!
NCRCP22202,NZIMASE LEGACY FINANCIAL SERVICES (PTY) LTD,,2024/662459/07,065 967 3133,,"2612 Pumkin Crescent Waterloo Durban, 4319","Durban,",7/21/2025,Registered!
NCRCP22203,BACKSPACE FINANCIAL (PTY) LTD,,2021/799246/07,082 971 4356,,38 Derby Heights Derby Drive Nirth Riding JOHANNESBURG 2000,JOHANNESBURG,7/4/2025,Registered!
NCRCP22204,BENMILLS INTERIORS (PTY) LTD,CASH CONVERTERS CC MONTANA,2019/320142/07,087 820 4080,,"Montana Crosiing Shopping Centre Cnr Sefko Makgatho Dr and Dr Swanepoel Road Montana Pretoria, 0182","Pretoria,",7/24/2025,Registered!
NCRCP22205,BINY 168 TRADING (PTY) LTD,,2025/355164/07,082 665 4766,,Shop no 25 Express City Malls Taxi Rank Rustenburg 0299,Rustenburg,7/24/2025,Registered!
NCRCP22206,TOP NOTCH FINANCIAL SERVICES (PTY) LTD,,2021/774859/07,081 583 5717,,934 Block DD SOSHANGUVE 0152,SOSHANGUVE,7/24/2025,Registered!
NCRCP22207,LENDSPHERE CAPITAL (PTY) LTD,,2024/796395/07,073 601 0592,,3 Miller Road Umtentweni Port Shepstone 4235,Port Shepstone,7/25/2025,Registered!
NCRCP10860,JOHN MORRIS COLLEY VAN DEN BERG,,N/A,053 444 1525,053 444 1807,12 Cooper Stret Hoopstad 9479,Hoopstad,2/27/2018,Registered!
NCRCP10867,CREDITVILLE FINANCE (PTY) LTD,,2017/370185/07,011 886 1487,,"Suite 254, Level 6 Randburg Square Cnr Sentrum & Oak Avenue Randburg 2194",Randburg,7/5/2018,Registered!
NCRCP10882,SIYAPHILA LOANS (PTY) LTD,,2025/558903/07,071 604 7117,,14 Appel Road Kramerville Sandton 1684,Sandton,7/17/2018,Registered!
NCRCP10884,REVOLUTIONWIZE HOLDINGS (PTY) LTD,,2015/180699/07,011 318 5029,,151 Countryview Estates Sonneblom Road MIDRAND 1682,MIDRAND,7/18/2018,Registered!
NCRCP10887,QUEENS CASH TRADERS (PTY) LTD,,2017/517998/07,065 994 2671,,19969 Zambezi Street Protea Glen Ext20 PROTEA GLEN 1819,PROTEA GLEN,7/4/2018,Registered!
NCRCP10889,WILLEM JOHANNES BOTHA,DIE HUISENEND MALMESBURY,N/A,022 487 2554,086 671 6803,11 Wethmor Street Panorama MALMESBURY 7300,MALMESBURY,7/17/2018,Registered!
NCRCP10890,CURRO FINANCIAL SERVICES (PTY) LTD,,2017/662699/07,082 330 2133,,38 Oxford Street Durbanville Cape Town 8001,Cape Town,7/17/2018,Registered!
NCRCP10896,MOBICRED (PTY) LTD,,2012/163391/07,086 006 2733,,"14th Floor No 1, Thibault Square Long Street Cape Town 8000",Cape Town,7/23/2018,Registered!
NCRCP10898,CORPORATE CAPITAL FUNDS (PTY) LTD,,2015/301285/07,011 894 4400,,47 Lakefield Avenue Lakefield BENONI 1501,BENONI,7/20/2018,Registered!
NCRCP10902,QHAYISA 0504 TRADING (PTY) LTD,QHAYISA CASH LOANS,2018/299478/07,060 463 7998,,26 Liddiard Street Amalindi East London 5247,East London,7/23/2018,Registered!
NCRCP19807,MBALENHLE SIWELA LEGACY (PTY) LTD,,2017/485991/07,034 312 2020,,537 Emafusini Location DANNHAUSER 3080,DANNHAUSER,7/15/2024,Registered!
NCRCP19808,KOTANI FINANCE (PTY) LTD,,2021/864019/07,061 090 8358,,06 Gallagher Business Exchange 688 Gallagher Avenue MIDRAND 1685,MIDRAND,7/15/2024,Registered!
NCRCP19809,K2021628298 (SOUTH AFRICA) (PTY) LTD,MONYAKENG SOLUTIONS,2021/628298/07,  ,,2 Fir Place Merriespruit Virginia 4051,Virginia,7/15/2024,Registered!
NCRCP19810,ZIZI RHUDULU (PTY) LTD,VR CAPITAL,2019/217173/07,060 659 8479,,Administrative Area All Saints Engcobo 5050,Engcobo,7/12/2024,Registered!
NCRCP19811,AMI BEARLE SERVICES (PTY) LTD,,2024/035953/07,  ,,36 Tswelopele Park Libanon Westonaria 1779,Westonaria,7/4/2024,Registered!
NCRCP19812,BRIDGE TAXI FINANCE NO 16 (PTY) LTD,,2022/814265/07,080 027 4343,,132 Jan Smuts Avenue Rosebank Johannesburg 2000,Johannesburg,7/10/2024,Registered!
NCRCP19813,INDIE INVESTMENTS (PTY) LTD,,2022/880606/07,  ,,Ludeke Location Bizana 4800,Bizana,7/8/2024,Registered!
NCRCP19814,AX UKWETHEMBA TRADING (PTY) LTD,AXX LENDING,2019/109648/07,076 061 4879,,24 Bangalore Road Northdale Pietermaritzburg 3201,Pietermaritzburg,7/8/2024,Registered!
NCRCP19815,MELANIN CORPORATION (PTY) LTD,MELANINCORP,2012/113977/07,  ,,98 Coralwood Blue Hills Halfway House 1685,Halfway House,7/16/2024,Registered!
NCRCP19816,THABOLOLO (PTY) LTD,,2024/051242/07,083 952 8233,,122 Qiinine Street Phase 2 Protea Glen 1819,Protea Glen,7/10/2024,Registered!
NCRCP10910,HPQ SIBONGILE FINANCIAL SERVICES (PTY) LTD,,2021/706566/07,061 758 2681,,G 1340 Bheki Mkhasibe Road Umlazi 4066,Umlazi,7/23/2018,Registered!
NCRCP10911,LEHAKWE FINANCE (PTY) LTD,,2016/188109/07,073 916 8861,,20 A Brand Street Winburg 9420,Winburg,7/24/2018,Registered!
NCRCP10913,NDZA KHENSA TRADING ENTERPRISE (PTY) LTD,INSTANT FINANCIAL SERVICES,2012/172200/07,013 235 3573,086 541 2591,54 Kantoor Street Lydenburg 1120,Lydenburg,7/13/2018,Registered!
NCRCP10917,MUALU GENERAL ENTERPRISE (PTY) LTD,,2017/649086/07,079 829 0490,,Stand No 674 Tshisahulu Newstands Thohoyandou 0950,Thohoyandou,7/31/2018,Registered!
NCRCP10920,SUCCERIC CAPITAL FINANCE (PTY) LTD,,2017/455563/07,078 653 8799,,Stand No 678 Ga-Mashishi Village Mamphake Section Driekop 1129,Driekop,7/26/2018,Registered!
NCRCP10925,ALLIANCE GROUP FLEET (PTY) LTD,,2002/002808/07,012 741 7870,,895 Francis Baard Street Arcadia pretoria 0184,pretoria,7/25/2018,Registered!
NCRCP10928,PAYDAY ADVANCE FINANCE (PTY) LTD,,2015/169278/07,041 379 5033,,26 Gambit Crescent Palm Ridge PORT ELIZABETH 6059,PORT ELIZABETH,7/31/2018,Registered!
NCRCP10933,NTHUSENI DEBT MANAGERS (PTY) LTD,,2018/076448/07,071 459 6214,,No 27 Ivy Park Tholo Street Polokwane (Pietersburg) 0700,Polokwane (Pietersburg),8/1/2018,Registered!
NCRCP10937,FOX STREET 6 (RF) LIMITED,,2016/383458/06,011 291 3175,,100 Grayston Drive Sandown Sandton 2196,Sandton,8/1/2018,Registered!
NCRCP10939,VERSA FIN (PTY) LTD,,2014/235324/07,011 339 1181,,38 Melle Street Braamfontein Johannesburg 2001,Johannesburg,8/3/2018,Registered!
NCRCP17191,BONTLEFIN (PTY) LTD,,2014/048014/07,078 125 2109,,2470 Ngwenya Street Diepkloof Zone 2 DIEPKLOOF 1862,DIEPKLOOF,3/14/2023,Registered!
NCRCP17192,DURMAN AND JORDAN FINANCE (PTY) LTD,,2022/382729/07,011 385 0036,,28 Packard Street Eden Park ALBERTON 1458,ALBERTON,3/13/2023,Registered!
NCRCP17193,ZAIDI HOLDINGS (PTY) LTD,,2016/223915/07,013 590 0059,,23 Langenhoven Street Secunda 2302,Secunda,2/28/2023,Registered!
NCRCP17194,MERITING CASH LOAN (PTY) LTD,,2022/446686/07,076 383 4646,,4668 New Location Kwakwatsi Koppies 9540,Koppies,3/3/2023,Registered!
NCRCP17195,MGTN BUSINESSES ENTERPRISE (PTY) LTD,MGTN,2019/298071/07,069 452 6104,,120 Lengau Street Southern Gateway Polokwane 0699,Polokwane,3/14/2023,Registered!
NCRCP17196,JACOBUS FREDERIK VENTER,,N/A,082 876 3869,,9A Witstinkhout Street Overkrain HEIDELBERG 1441,HEIDELBERG,3/15/2023,Registered!
NCRCP17197,BLOOMPAIX PROJECTS (PTY) LTD,,2019/327385/07,083 744 0655,,Ezihlabeni Area ULUNDI 3838,ULUNDI,3/15/2023,Registered!
NCRCP17200,LNN CAPITAL (PTY) LTD,LNN SMME FINANCE,2019/634671/07,031 065 0198,086 686 3397,1 Derby Place WESTVILLE 3629,WESTVILLE,3/10/2023,Registered!
NCRCP17201,CASH BALANCE (PTY) LTD,,2018/640011/07,087 551 1643,086 698 1414,Office 1 Xtra Space 78 Booysens Road Booysens 0082,Booysens,3/14/2023,Registered!
NCRCP17202,NEWLOAN ALIWAL (PTY) LTD,,2022/816988/07,051 101 2500,,11 Bank Street ALIWAL NORTH 9750,ALIWAL NORTH,3/15/2023,Registered!
NCRCP19817,FYRECLOUD CONSULTING (PTY) LTD,,2023/132648/07,011 568 5349,,69 Nelson Street Goodwood Cape Town 8001,Cape Town,7/12/2024,Registered!
NCRCP19818,AYCE GROUP (PTY) LTD,AYCE FINANCE,2019/167803/07,065 951 3005,,454 Ridgeview Road Waterkloof Ridge Pretoria 0181,Pretoria,7/11/2024,Registered!
NCRCP19819,PERSO FIN SERVICES (PTY) LTD,,2023/260109/07,067 868 8427,,10 Roy De Vries Avenue Plattekloof Cape Town 8001,Cape Town,7/12/2024,Registered!
NCRCP19820,COMPREHENSIVE FINANCIAL SOLUTION (PTY) LTD,CFS LOANS,2024/148417/07,082 878 7021,,Pongola 12 Middelburg 1050,Middelburg,7/12/2024,Registered!
NCRCP19821,LH CASH LOANS (PTY) LTD,,2024/071887/07,066 220 7716,,4 Pointer Street Greyton 7233,Greyton,7/8/2024,Registered!
NCRCP19822,BRONLORET AGENCIES (PTY) LTD,,2020/081017/07,083 481 5973,,5548 Bambanani Street Diepkloof Zone 5 Diepmeadow DIEPKLOOF 1862,DIEPKLOOF,7/12/2024,Registered!
NCRCP19823,CUN CASH LOANS (PTY) LTD,,2024/183236/07,072 588 8,,Shop No B 41 Steyn Street Hennenman 9445,Hennenman,7/11/2024,Registered!
NCRCP19824,NEBULAGO (PTY) LTD,,2023/671927/07,061 293 6560,,2322 Kelso Close Blue Valley Estate Centurion 0046,Centurion,7/18/2024,Registered!
NCRCP19825,BLACK PAY (PTY) LTD,,2018/277300/07,081 599 3490,,181 Botanic Gardens Road Musgrave Durban 4001,Durban,7/18/2024,Registered!
NCRCP19826,SENZELWE TRADING 112 CC,,2009/116757/23,076 280 6557,,19 Piet Ritief Barry Hertzog Park NEWCASTLE 2940,NEWCASTLE,7/17/2024,Registered!
NCRCP22208,SIZAKELE BUSINESS ENTERPRISE (PTY) LTD,SIZAKELE CASH LOANS,2025/326135/07,064 695 9374,,Mahangoe Village Khoapa Matatiele 4730,Matatiele,7/23/2025,Registered!
NCRCP22209,MOSEBO HOLDINGS (PTY) LTD,,2012/081047/07,010 035 3686,086 671 0337,4 Beukes Avenue Highway Gardens Edenvale 1609,Edenvale,7/23/2025,Registered!
NCRCP2221,JOROY 0048 CC,CC CASH,2005/068448/23,051 412 6333,051 447 1151,2nd Floor Sentramed Building 56 Kerk Street BLOEMFONTEIN 9301,BLOEMFONTEIN,5/14/2007,Registered!
NCRCP22210,NGOBESE BUSINESS SOLUTION (PTY) LTD,,2023/250758/07,076 712 3429,,Daveton Hostel Daveyton 1520,Daveyton,7/22/2025,Registered!
NCRCP22211,HIS TOUCH FINANCES (PTY) LTD,,2024/033692/07,067 425 9642,,5835 Malefetse Street Rusloo VOSLOORUS 1475,VOSLOORUS,7/24/2025,Registered!
NCRCP22212,NDW FINANCIAL SERVICES (PTY) LTD,,2021/900523/07,072 583 6877,,79 Hpyerion Northriding Randburg 2194,Randburg,7/28/2025,Registered!
NCRCP22213,DINGIS TRADING AND PROJECTS (PTY) LTD,,2015/143479/07,078 195 0394,,Stand No 642 Dan Village Tzaneen 0850,Tzaneen,7/28/2025,Registered!
