NCR Registration No,Full Name,Trading Name,Legal Registration No,Phone,Fax,Physical Address,Town,Final Registration Date,Status
NCRCP1160,HYPER FINANCE CC,,1993/030331/23,051 448 4118,051 448 4118,"Trustfontein Gebou, Winkel 1 St Andrewstraat 151 Bloemfontein 9300",Bloemfontein,,
NCRCP6674,THABAZIMBI KOELKAMERS CC,,1986/014067/23,014 772 3440,014 772 3441,13 Chroomweg Thabazimbi Indutstrial Area THABAZIMBI 0380,THABAZIMBI,,
NCRCP6676,QUICK STEP FINANCE (PTY) LTD,,2013/139468/07,011 869 1924,,16 Village Square Shopping Centre 46 Voortrekker Street Alberton 1450,Alberton,,
NCRCP6681,BAVARIAN SKY SOUTH AFRICA (RF) (PTY) LTD,,2013/129283/07,011 541 7512,,"1 Bavaria Avenue Randjespark, Ext 17 Midrand 1685",Midrand,,
NCRCP669,ALPHA PHARM EAST CAPE (PTY) LTD,,1949/034831/07,041 404 6800,041 404 6872,19 Paterson Road North End Port Elizabeth 6001,Port Elizabeth,,
NCRCP6696,MARK DOUGLAS WINTER,,N/A,082 659 3067,086 619 2848,21 Abelia Street Somerset West 7130,Somerset West,,
NCRCP6697,T M COLLINS TRUCKS AND SPARES CC,R S A Truck Spares,1999/024043/23,031 705 2111,,Unit 9 123 Nipper Road New Germany Durban 4093,Durban,,
NCRCP67,METROPOLITAN CARD OPERATIONS (PTY) LTD,,2005/013683/07,021 940 5129,021 940 6967,Parc du Cap Mispel Street BELLVILLE 7530,BELLVILLE,,
NCRCP6700,ROYAL CROWN CASH LOAN (PTY) LTD,ROYAL CROWN LOANS,2012/012136/07,082 708 2659,086 511 2424,24 Magnolia Street Riebeeck Stad Welkom 9459,Welkom,,
NCRCP6713,FOX STREET 1 (RF) LIMITED,,2012/219346/06,011 291 3175,,100 Grayston Drive Sandown SANDTON 2196,SANDTON,,
NCRCP6715,EUNEVER TRADING 11 CC,SEVCO FINANCE,2009/025042/23,014 592 2067,086 552 2131,37 berg street Rustenburg 0300,Rustenburg,,
NCRCP8789,WAKEFIELDS PROPERTY MANAGEMENT (PTY) LTD,,1994/002490/07,031 204 7480,031 201 3734,151 Musgrave Road 3rd Floor FNB House Musgrave Durban 4062,Durban,,
NCRCP8816,HENDRIK ANDRE PRETORIUS,,N/A,044 533 2529,044 533 4102,27 Ailoa Craig Avenue PLETTENBERG Bay 6600,PLETTENBERG Bay,,
NCRCP8827,HAS-AN PROPERTIES (PTY) LTD,,1984/009735/07,016 423 5012,086 616 9504,162 General Hertzog Road Three Rivers VEREENIGING 1935,VEREENIGING,,
NCRCP8838,ANGLICAN CHURCH OF SOUTHERN AFRICA RETIREMENT FUND,ACSA RETIREMENT FUND,12/8/26724,021 763 1316,021 797 8319,Braehead House 1 Braehead Road kenilworth Cape Town 8001,Cape Town,,
NCRCP8839,LYNETTE JACYNTH OLIVIER,,N/A,046 648 1076,,13 Parker Road KENTON ON SEA 6191,KENTON ON SEA,,
NCRCP8845,FAIRHOPE FINANCING CC,,2009/115213/23,011 054 0443,086 525 5210,Office 0207A Royal Place Coner Kerk and Eloff Street Johannesburg 2001,Johannesburg,,
NCRCP8849,DE LA CRUZ TRADING (PTY) LTD,,2016/396735/07,083 572 1618,021 671 8900,1 Winfield Grove Walk Claremont Cape Town 8001,Cape Town,,
NCRCP885,ETM QUICK CASH CC,TSHELEKA CASH LOANS,2000/025809/23,033 503 1393,,34 Noodsberg Road Wartburg 3233,Wartburg,,
NCRCP887,IDEAL TRADING 46 CC,MTW CASH LOANS,2004/118616/23,011 849 2132,011 849 2132 ask,4 Sangiro Road Farrarmere Benoni 1501,Benoni,,
NCRCP8871,STEELARM CAPITAL (PTY) LTD,EZY CASH LOAN,2016/349831/07,063 229 9999,,No.6 De Kroon Woodland Hills BLOEMFONTEIN 9301,BLOEMFONTEIN,,
NCRCP11602,FRANCOIS ANDRE VAN NIEKERK,,N/A,042 295 1083,,Westgate HUMANSDORP 6300,HUMANSDORP,,
NCRCP11616,BOXER SUPERSTORES (PTY) LTD,,1998/002548/07,031 275 7055,,41 The Boulevard Westville 3630,Westville,,
NCRCP1164,ABE CASH LOANS CC,,2004/039828/23,018 299 2902,018 290 8539,13 Pavey Street Baillie Park 2526,Baillie Park,,
NCRCP11643,LCH TRADING SOLUTIONS (PTY) LTD,,2016/199106/07,072 655 3209,,14 Harebell Street Arcadia Port Elizabeth 6059,Port Elizabeth,,
NCRCP11646,ALLIED NUTRITION INTERNATIONAL (PTY) LTD,,2009/002597/07,012 667 4213,012 667 4210,89 Jean Avenue Doringkloof Centurion 0157,Centurion,,
NCRCP11647,ALLIED NUTRITION (PTY) LTD,,2005/013232/07,012 667 4213,012 667 4210,89 Jean Avenue Doringkloof Centurion 0157,Centurion,,
NCRCP1166,EMALINI ENTREPRISES 67 CC,CASH TRADERS,2002/018418/23,011 781 7821,086 680 5600,211 Oriental Plaza Hendrik Verwoerd Road Randburg 2125,Randburg,,
NCRCP11669,AGRI HARVEST INVESTMENTS (RF) LTD,,2018/515818/06,011 282 4086,,4 Merchant Place Fredman Drive and Rivonia Road Sandton 2196,Sandton,,
NCRCP1167,KOMERESEN NAIDOO,RONVIN CARS,N/A,013 243 2547,013 243 2425,169 Cowan Ntuli Street Middelburg 1050,Middelburg,,
NCRCP1168,FATHIA INVESTMENTS CC,AUTO LINK,1999/020949/23,017 811 1025,017 811 3855,1 Kerk Street Ermelo 2350,Ermelo,,
NCRCP6718,JOHANN WILLIAM THERON AND ANNA-MARIE THERON TRADING IN PARTNERSHIP,DISCOUNT FURNISHERS,N/A,015 307 4469,086 552 3581,Morgan Bidg 10 Morgan Street Tzaneen 0850,Tzaneen,,
NCRCP6719,FRANCOIS SMIT,,N/A,083 792 3333,,Perseel 5 Lambrechtsdrift UPINGTON 8820,UPINGTON,,
NCRCP672,AMSA FINANCE OTV 15 BK,CASHWISE HAZYVIEW,1999/054570/23,013 737 6077,088013 737 8844,Horingneus Avenue Hazyview 1242,Hazyview,,
NCRCP6722,OCEANA LOBSTER LIMITED,,1944/018288/06,021 508 9652,021 413 2838,"Oceana House, 9th Floor 25 Jan Smuts Street Foreshore 8001",Foreshore,,
NCRCP6746,PRIMEDIA (PTY) LTD,,2005/044403/07,011 506 3136,082 280 6075,Primedia Place 5 Gwen Lane SANDOWN. 2196,SANDOWN.,,
NCRCP675,TOP SPEC INVESTMENTS (PTY) LTD,TOP SPEC,1994/002244/07,031 207 2311,031 207 2310,312 Cowey Centre Cowey Road Durban 4001,Durban,,
NCRCP6752,BONOPOMA FINANCIAL SERVICES (PTY) LTD,,2013/127380/07,015 812 0920,015 812 0920,"Giyani Section A, Stand No 1508 Maledza Lifestyle Complex, Office No 08 12 Street Giyani 0826",Giyani,,
NCRCP6767,SVF SECURITISATION LIMITED INCORPORATED IN (ENGLAND),,2013/215508/10,+44 (0) 2078598369,,"World Trade Centre, Green Park, 6th Floor Cnr West Road South & Lower Road SANDTON CITY 2196",SANDTON CITY,,
NCRCP6770,AFINO FAFI (PTY) LTD,Cash Crusaders,2013/035262/07,044 693 0090,044 693 0090,Shop 7 C/O Louis Fourie & Melkhout Street Mosselbay Mall Heiderand Mosselbay 6510,Mosselbay,,
NCRCP680,WINSTON LINFORD MOTORS CC,,1990/015274/23,044 279 1722,044 272 3013,Voortrekkerweg 39 Oudtshoorn 6620,Oudtshoorn,,
NCRCP8872,NICHOLAS ELS,KHUMANI CASH LOANS,N/A,078 834 3335,086 265 3417,15 West Street Postmasburg 8420,Postmasburg,,
NCRCP8885,SILVER OAKS TRADERS (PTY) LTD,CASH CRUSADERS SILVER OAKS,2016/097113/07,083 381 3007,,Shop 22 And 23 Silver Oaks Crossing Willow Acres MORELETAPARK 0081,MORELETAPARK,,
NCRCP890,SAPHIRE FINANCE CC,ATLAS FINANCE & MAKULU FINANCE,1998/007286/23,011 833 1900,086 683 1096,"CCMA House,Seventh floor Cnr. Loveday & Fox Streets Johannesburg 2001",Johannesburg,,
NCRCP8901,JACOBA NICOLINA VAN DEVENTER,,N/A,058 653 1289,,66 Van Rensburg Street Kestell 9860,Kestell,,
NCRCP8907,JUSTIN ANDREW MAGERMAN,JM CASH LOANS,N/A,084 896 7802,,60 Pegma Centrum Voortrekker Street Springbok 8240,Springbok,,
NCRCP891,SYNDICATED FINANCE CC,ATLAS FINANCE,2003/017503/23,011 833 1900,086 683 1096,"CCMA House, 7th Floor Cnr Loveday & Fox Streets Johannesburg 2001",Johannesburg,,
NCRCP892,BRISTOL FINANCE CC,ATLAS FINANCE AND MAKULU FINANCE,1997/066634/23,011 833 1900,086 683 1096,"CCMA House, Seventh Floor Cnr Loveday & Fox Streets Johannesburg 2001",Johannesburg,,
NCRCP8924,CLAYVILLE GARDEN CITY HOUSING COMPANY (PTY) LTD,,2004/009703/07,021 910 2230,086 633 0200,B 206 Buchanan Square 160 Sir Lowry Road Woodstock Retreat 7965,Retreat,,
NCRCP8925,CHANELLE ENGELBRECHT,MICROLOANS 2 GO,N/A,011 393 1220,086 416 2458,85 Okkerneut Avenue Edleen KEMPTON PARK 1620,KEMPTON PARK,,
NCRCP8953,HILL MCHARDY EN GOUWS INC,MAREE GOUWS ATTORNEYS,1997/003871/21,057 353 2783,057 353 2044,83 Arrarat Road Business Park WELKOM 9460,WELKOM,,
NCRCP3817,NVIROTEK LABORATORIES (PTY) LTD,,2007/029712/07,018 581 1020,018 581 1427,5 Voortrekker Street LEEUDORINGSTAD 2640,LEEUDORINGSTAD,,
NCRCP382,F CASEY AND ASSOCIATES CC,CASEY & ASSOCIATES,2001/034969/23,011 454 0790,011 454 3797,5 Saint Dominec Road Hurlyvale Edenvale 1609,Edenvale,,
NCRCP3820,MANNY GARRUN AND SONS (PTY) LTD,GARRUN GROUP,1999/024342/07,011 694 5000,011 694 5111,33 Central Street Houghton 2041,Houghton,,
NCRCP3821,MOTLANTHE PROPERTIES CC,MOTLANTHE CREDIT PROVIDERS,2006/106259/23,012 700 1644,012 703 7495,612 Zone 1 GA-RANKUWA 0208,GA-RANKUWA,,
NCRCP3826,SHARIMANE TRADING ENTERPRISE CC,,2006/075274/23,015 291 4483,015 291 3900,"15 Mimosa Building, 2nd Floor 58 Market Street PIETERSBURG 0699",PIETERSBURG,,
NCRCP383,ZOUTPANSBERG HANDELAARS CC,CASH CRUSADERS VEREENIGING,2001/079423/23,081 376 3195,016 428 3257,Shop 4 Merriman Avenue Vereeniging 1939,Vereeniging,,
NCRCP3835,LESLEY ELIZABETH HALLEY,,N/A,043 722 3067,043 722 4064,N1 Nerina Drive Fairlands Cambridge 5247,Cambridge,,
NCRCP3837,DOCWIL HOLDINGS (PTY) LTD,,2002/011512/07,011 815 5043,011 362 1778,Selection Park Industrial Sites 4 Boniface Road SPRINGS 1559,SPRINGS,,
NCRCP3840,COALITION TRADING 25 CC,,2002/044771/23,031 333 6600,031 570 1228,"9 Fairways Park Fairways Ave, Golf Course Drive PHOENIX 4300",PHOENIX,,
NCRCP3841,CREDIT MANAGEMENT SOLUTIONS TRADING (PTY) LTD,,2008/008844/07,011 713 8776,086 669 1244,"9th Floor, Rennie House 19 Ameshoff Street Braamfontein 2001",Braamfontein,,
NCRCP11706,NARAPLANT (PTY) LTD,,2018/398133/07,074 466 4491,,5 Glen Villa 178 Tucker Street Waterkloof PRETORIA 0181,PRETORIA,,
NCRCP11729,PHUMELELA PENSION FUND,,N/A,011 100 8100,,"Block A, Suite 3 Hurlingham Office Park Hurlingham Manor Sandton 2146",Sandton,,
NCRCP1173,LOUHEN KONSULTANTE SECUNDA 2 CC,LOUHEN SECUNDA,1993/04302/23,017 634 2676,017 643 2676,Shop 6 OK Mall Secunda 2302,Secunda,,
NCRCP11730,RACEBET RETIREMENT FUND,,N/A,011 100 8100,,"Block A, Suite 3 Hurlingham Office Park Hurlingham Manor Sandton 2146",Sandton,,
NCRCP11739,FINGLOBAL FINANCE (PTY) LTD,,2018/018126/07,028 312 2764,088 028 312 2467,7 Marine Square College Road Hermanus 7200,Hermanus,,
NCRCP11741,JM CASH ASSISTANCE MIDDELBURG (PTY) LTD,,2018/428282/07,078 626 1565,,Karoo Country Inn Loop en Meintjies Street Middelburg 5900,Middelburg,,
NCRCP11743,MACADO INVESTMENTS HOLDINGS (PTY) LTD,,2011/000755/07,082 440 6138,086 688 0772,11 Touleier Place Wapadrand Pretoria 0050,Pretoria,,
NCRCP11749,XOLANDI ACCOUNTS (PTY) LTD,INFINITY,2013/104997/07,014 592 8850,014 597 0711,150 Lleyds Street RUSTENBURG 0299,RUSTENBURG,,
NCRCP1175,FA CASH LOANS CC,MAFISA CASH LOANS,2001/043136/23,014 597 3338,014 597 3338,Shop 6 Court Centre 19 Nelson Mandela Drive Rustenburg 0299,Rustenburg,,
NCRCP11757,MARIUS DANIEL KALIS,GOVT PAYDAY LOANS,N/A,073 986 3146,,7 Turner Street De Lahaye BELLVILLE 7530,BELLVILLE,,
NCRCP6800,GRETA DEVELOPMENT FOUNDATION,,2012/030587/08,039 682 1160,039 682 4890,39 Bulwer Street Port Shepstone Port Shepstone 4240,Port Shepstone,,
NCRCP6804,MAGNUS THINIUM TRUST,,IT 3521/13,012 996 5130,086 565 7018,C/O Atterbury & Jollify Main Road Mooikloof Office Park Mooikloof 0059,Mooikloof,,
NCRCP6809,SHARP MICRO FINANCES (PTY) LTD,,2013/174739/07,051 491 6437,051 491 6437,10 Manpen Building 80 Thabo Mbeki Drive Mokopane Mokopane (Potgietersrus) 0600,Mokopane (Potgietersrus),,
NCRCP6810,VUSUMUZI PHINEAS MCUNU,Mshini Cash Loans,N/A,  ,,4924 Mocke Street Daveyton 1520,Daveyton,,
NCRCP682,NORTH CASH CON CC,CASH CONVERTERS,1999/038299/23,  ,,Shop 7 Entrance 2 Northgate Shopping centre Northumberland Road North Riding 2162,North Riding,,
NCRCP6822,PIETER TOXOPEUS VAN DER WALT,,N/A,012 329 0037,,259 Talana Avenue Villieria Pretoria 0186,Pretoria,,
NCRCP6823,NETWORK FINANCE (PTY) LTD,,2007/005440/07,031 765 7100,031 765 5195,"Office C11, Lillies Quarter 12 Old Main Road HILLCREST 3650",HILLCREST,,
NCRCP6835,SIQONDE OKUHLE TRADING (PTY) LTD,Siqonde Okuhle Cash Loan,2013/004139/07,017 843 2458,,Stand No: 2708 Kwazamokuhle HENDRINA 1095,HENDRINA,,
NCRCP684,ACTEBIS 169 CC,GIYANI FINANCIAL SERVICES,2000/058016/23,044 695 0995,044 695 0995,Shop 30 Masingita Plaza Punda Maria Road Giyani 0826,Giyani,,
NCRCP6853,ISABELLA SUSANNA MAGARETHA MAREE,,N/A,076 521 2897,086 210 8856,35 Van Zyl Street Hoopstad 9479,Hoopstad,,
NCRCP899,LICHTENBURG FINANCIAL SERVICES CC,,1995/000221/23,014 533 -1616,014 533-1616,40A Heystek Street Rustenburg 0300,Rustenburg,,
NCRCP900,KURUMAN FINANCIAL SERVICES 1 CC,,1998/031105/23,044 620 2226,044 620 2226,32 Beare Street Kuruman 8460,Kuruman,,
NCRCP9004,KEMPSTON CREDIT (PTY) LTD,KEMPSTON CREDIT,1996/001772/07,043 726 1308,043 726 1342,11 Kennington Road Nahoon East London OOS-LONDEN 5200,OOS-LONDEN,,
NCRCP9007,ARMLIQCO CONSULTANTS CC,,2010/119425/23,015 491 8117,086 616 1501,108 Hooge Street Mokopane (Potgietersrus) 0600,Mokopane (Potgietersrus),,
NCRCP9010,NICOLETTE SCOTT,,N/A,  ,,Langholm Eco Estate BATHURST 6166,BATHURST,,
NCRCP9012,ACORN MOBILE CASH LOANS (PTY) LTD,AM CASH LOANS,2016/189770/07,012 772 0069,086 627 7186,C/O PYL And Sekelgras Street Madeira Shopping Centre Westview - Danville PRETORIA WEST 0183,PRETORIA WEST,,
NCRCP9018,GOLDEN MILE LOANS CC,CASH 4 U,2007/131366/23,012 546 8443,012 546 8443,Gerrit Maritz Street Francisco Building 6A Pretoria 0082,Pretoria,,
NCRCP9022,SKYFI INTERNET SOLUTIONS (PTY) LTD,,2014/274610/07,010 045 3000,,"Meyersdal Eco Office Park Block D, Ground Floor Corner Hennie Albert Street & Michelle Avenue Meyersdal ALBERTON 1448",ALBERTON,,
NCRCP9029,CRUPOL CASH LOANS (PTY) LTD,,2012/153481/07,082 965 2167,012 333 2026,1182 Woodlands Avenue Queenswood Pretoria 0186,Pretoria,,
NCRCP9038,DIPUO NTHABI CASH LOAN (PTY) LTD,,2015/299071/07,073 312 0814,,6331 Duma Street Ipelegeng SCHWEIZER-RENEKE 2780,SCHWEIZER-RENEKE,,
NCRCP3842,CMS SECURITISATION (PTY) LTD,,2008/008861/07,011 713 8776,086 669 1244,"9th Floor, Rennie House Building 19 Ameshoff Street Braamfontein 2001",Braamfontein,,
NCRCP3843,METTLE PROPERTY FINANCE (PTY) LTD,,2002/012345/07,011 471 1800,011 471 1824,"3rd Floor, Flora Centre Ontdekker Road Florida North 1709",Florida North,,
NCRCP3849,ANTON DE KLERK,,N/A,  ,,8 Gemsbok Street Kuruman 8460,Kuruman,,
NCRCP3850,JOHANNES HECTOR SCHOEMAN,Graspan Boedery,N/A,057 352 7241,057 352 7499,63 Unicol Street St Helena Welkom 9460,Welkom,,
NCRCP3854,QUICK READYMIX (PTY) LTD,QUICK - MIX,2005/029802/07,012 809 0342,012 809 1460,"Plot 65, Eland Street Rietfontein AH Pretoria 0040",Pretoria,,
NCRCP3855,QUICKSAND AND BRICKS SUPPLIES (PTY) LTD,QUICKSAND,2005/017649/07,012 809 0342,012 809 1460,"Plot 23, Lynnwood Road Shere A H Tshwane 0001",Tshwane,,
NCRCP3857,GLOBAL FISH (PTY) LTD,,2007/034454/07,021 685 0950,021 685 0954,"2nd Floor, 8 Stone Fountian Terrace 95 Klipfontein Road RONDEBOSCH 7701",RONDEBOSCH,,
NCRCP3872,8080 WHEELS CC,MULTI TYRES,2006/010889/23,016 423 4378,016 423 4378,92 Mury Street Balfour 2410,Balfour,,
NCRCP3881,MGM FINANCIAL SERVICES (PTY) LTD,,2008/016711/07,039 682 4688,039 682 6639,Shop no 1 Nelson Mandela Drive Port Shepstone 4240,Port Shepstone,,
NCRCP3889,NICOLAAS WILHEMUS COETZER,,N/A,018 644 0364,018 648 1039,Farm Vlakpan 75 Marico District Zeerust 2865,Zeerust,,
NCRCP11765,MACHMAN (PTY) LTD,,2012/005712/07,021 761 1301,086 247 2203,10 Flamingo Crescent LANSDOWNE 7780,LANSDOWNE,,
NCRCP11784,HENRY UYS SCHICKERLING,,N/A,018 290 7913,018 290 7795,Robertson Street 8 Kleinbrak River 6503,Kleinbrak River,,
NCRCP118,FRISBEE TRADE & INVEST 1092 CC,,2005/182639/23,021 930 4720,021 939 8619,26 Mc Intyre Street Parow 7500,Parow,,
NCRCP1180,DYNAMCO ADVANCES (PTY) LTD,,2005/037114/07,012 346 3800,012 346 3802,Brookfield Park 273 Middle Street Niew Muckelenenk Pretoria 0075,Pretoria,,
NCRCP11808,MAROTHODING TRADING ENTERPRISE (PTY) LTD,MRT CASH LOANS,2013/012081/07,082 349 1743,,38 Fountain View 71 14th Road Erand Gardens Midrand 1685,Midrand,,
NCRCP11812,CAPFIN SA (PTY) LTD,CAPFIN,2011/126985/07,087 354 0002,,1 Indutstrie Street KUILSRIVER 7580,KUILSRIVER,,
NCRCP1183,GOAL REACH TRADING 2 CC,LAGOON AUTO'S,2005/167389/23,022 772 0628,022 772 0835,14 De Stompehoek Building Antonio Sieni Street Langebaan 7357,Langebaan,,
NCRCP11835,LBH TRADING (PTY) LTD,CASH CONVERTERS ELGIN MALL,2018/501048/07,010 590 6219,,Elgin Mall Cnr Elgin Road & Olienhout Avenue Birchleigh KEMPTON PARK 1618,KEMPTON PARK,,
NCRCP11838,CASH SPIN (PTY) LTD,,2018/564944/07,033 342 1779,,Shop 33 Laager Centre No. 88 Church Street Pietermaritzburg 3201,Pietermaritzburg,,
NCRCP1184,LESLIE CECIL COHEN,GENERAL FINANCE,N/A,021 790 4203,086 6236 273,14 St Tropez Gilquin Crescent Constantia 7806,Constantia,,
NCRCP6854,ED ACTION FUND TRUST,,IT 1515/2011,010 001 3715,011 326 0593,"Hurlingham Office Park Block E, First Floor 59 Woodlands Avenue Hurlingham View 2070",Hurlingham View,,
NCRCP6867,DAWID JOHANNES & LOUISA NEL,,N/A,011 395 4699,011 395 1044,5 Madeley Street Rynfield BENONI 1501,BENONI,,
NCRCP6873,JOHANNES ERASMUS KOEKEMOER,DE AAR CASH LOANS,N/A,053 203 8232,053 203 8232,Drinkwater Hopetown 8750,Hopetown,,
NCRCP688,ANDRÉ BOTHA KORTTERMYN VERSEKERINGS TRUST,A B Cash Loans,IT 370/95,058 863 3062,086 718 1674,Kerkstraat 35 Reitz 9810,Reitz,,
NCRCP6888,INTAKOBUSI HOLDINGS PENSION FUND,,N/A,011 100 8100,,"Block A, Suite 3, Hurlingham Office Park 59 Woodland Drive Hurlingham Manor Sandton 2146",Sandton,,
NCRCP6896,K2012005675 ( South Africa ) (PTY) LTD,,2012/005675/07,012 654 7415,012 654 5110,152 Witch Hazel Avenue Highveld Techno Park Centurion 0157,Centurion,,
NCRCP6905,GRANITE CREDIT OPPORTUNITIES (PTY) LTD,,2013/080561/07,021 438 1644,,"c/o Jackson Neethling Canal Edge One, Tyger Waterfront Tygervallei 7530",Tygervallei,,
NCRCP6906,FULEDI BELEGGINGS (PTY) LTD,,1981/008138/07,013 282 7381,,234 Cowen Ntuli Street Mpumalanga Middelburg 1055,Middelburg,,
NCRCP6912,WE-HELP CONSULTANTS CC,,2011/085914/23,051 447 9099,086 540 4357,209 Stangen Building 72 St Andrew Street Bloemfontein 9300,Bloemfontein,,
NCRCP6913,RABIE PROPERTY GROUP (PTY) LTD,,2006/012251/07,021 550 7000,021 550 7002,Suite G18 Colosseum Century Way CENTURY CITY 7446,CENTURY CITY,,
NCRCP904,AMBER CASCADES TRADING 247 CC,MERIT FINANCE,2004/117327/23,033 394 3803,033 394 3803,"Shop 21, City Centre 165 Boshoff Street Pietermaritzburg 3201",Pietermaritzburg,,
NCRCP9046,ZETHEMBE CLARENCE MTHOKOZISI SHAZI,VALIGAP CASH,N/A,083 566 0734,,26 Strandloper Street Terenure KEMPTON PARK 1619,KEMPTON PARK,,
NCRCP9053,MNL CASH LOANS (PTY) LTD,,2016/094657/07,082 308 1890,,53 Bester Street Delmas 2210,Delmas,,
NCRCP907,CORPCLO 943 CC,"JACKPOT DORDRECHT, JACKPORT INDWE",2000/035811/23,045 943 1558,086 615 0116,68 van Zyl Street Dordrecht 5435,Dordrecht,,
NCRCP910,REAL PEOPLE FACTORS (PTY) LTD,REAL PEOPLE,2000/030120/07,010 245 8309,086 620 0316,Real People Views 12 Esplanade Road East London 5201,East London,,
NCRCP911,KREDIMEMBERS (PTY) LTD,KREDILOAN,2000/030198/07,043 702 4600,043 742 6327,Real People Views 12 Esplanade Road Qugney East London 5201,East London,,
NCRCP912,PULSE AFFORDABLE HOUSING (PTY) LTD,PULSE LIVING,2000/016800/07,043 700 0319,086 628 7639,10 St Helena Beacon Bay East London 5241,East London,,
NCRCP9121,ATROS TRUST,,IT 164/2004,083 656 3291,086 572 1747,33 Flamingo Crescent Beacon Bay East London 5241,East London,,
NCRCP9122,CHRISTINA PETRONELLA SCHREIBER,RPS CASH LOANS,N/A,072 327 5043,,2de Laan 67 Letsitele 0885,Letsitele,,
NCRCP9134,SWIFT FINANCIAL SOLUTIONS (PTY) LTD,,2015/338241/07,021 870 1646,,Dwars in die Weg Building 281 Main Road Paarl 7620,Paarl,,
NCRCP39,RCS PERSONAL FINANCE (PTY) LTD,,1968/008240/07,021 597 4180,021 597 4773,"Ground Floor, Liberty Grande Building Cnr Voortrekker Road & Vanguard Drive Goodwood 7459",Goodwood,,
NCRCP3903,JOHNNIE MATTHEW CC,NUMBA 1 LOANS,2003/036862/23,058 303 6068,086 605 5096,154 Commissioner Street Bethlehem 9700,Bethlehem,,
NCRCP3910,GOLDEN RIBBON TRADING 7 (PTY) LTD,EMINENT FINANCE,2004/000219/07,086 101 8888,086 102 88 88,168 Louise Street Doringkloof 0157,Doringkloof,,
NCRCP3915,SUTHERLANDSE LANDBOU KOOPERASIE BKP,,273/12,023 571 1001,023 571 1297,Sarel Cilliers Street SUTHERLAND 6920,SUTHERLAND,,
NCRCP3920,RAND TELETECH CC,TRIFONICS,1990/019331/23,011 953 1720,011 953 4290,26 Halse Street Krugersdorp 1739,Krugersdorp,,
NCRCP3922,STETTYN WYNKELDER (KOOPERATIEF) BEPERK,,1964/000001/24,023 340 4220,023 340 4101,"R43 - Road, Between Worcester & Villiersdorp Worcester 6849",Worcester,,
NCRCP3924,HERMOINE YVONNE HADDAD,,N/A,043 722 3067,043 722 4064,8 Galway Road Stirling East London 5241,East London,,
NCRCP3926,NORTON PETER THOMPSON,,N/A,043 722 3067,043 722 4064,"Glen Roy 1st Floor, Sterling House 24 Gladstone Street KOMGA 4950",KOMGA,,
NCRCP3927,JOACHIM FREDERIK PRETORIUS,,N/A,053 444 1886,086 856 7076,70 Willemse Street Hertzogville 9482,Hertzogville,,
NCRCP3928,SUSANNA MARIA VAN HUYSSTEEN,,N/A,053 444 1886,053 444 1317,Hoopstad Tehuis Vir Bejaardes Hoofd Street Hoopstad 9479,Hoopstad,,
NCRCP11855,HJK CORPORATION (PTY) LTD,HJK CASH LOANS,2015/067875/07,076 637 9886,,35 Shaws Avenue Bergsig Caledon 7230,Caledon,,
NCRCP1187,MARIJU FINANCE CAPE CC,MICROFIN,2003/024654/23,057 212 8662,057 212 8662,21 Herdenking Street Virginia 9430,Virginia,,
NCRCP11873,ISISEKELO FINANCIAL SERVICES (PTY) LTD,,2017/478723/07,033 345 1304,,03 Evenwell Crescent Ashburton PIETERMARITZBURG 3213,PIETERMARITZBURG,,
NCRCP11892,KUSAIDIANA (PTY) LTD,,2018/417599/07,081 457 9852,,4035 Maake Street Dobsonville 1865,Dobsonville,,
NCRCP11905,CC PAWN BROKERS (PTY) LTD,,2018/100668/07,087 820 4080,,"Shop 32, Kensington Square 53 Adelaide Tambo Drive Durban North 4051",Durban North,,
NCRCP11914,MARY BARENSCHE,,N/A,084 408 4429,,12 Camden Close Claret Road MILNERTON 7441,MILNERTON,,
NCRCP1193,NANAZI CASH LOANS CC,,2002/083664/23,017 735 3296,017 735 2861,34 Schoon Street Volksrust 2470,Volksrust,,
NCRCP11936,MBM MICRO FINANCE (PTY) LTD,,2018/381941/07,021 680 5920,,22 Ashford Road Heathfield Retreat 7965,Retreat,,
NCRCP11942,BONGANI IGNATIUS MACHOBANE,ALLEGRA LOANS,N/A,083 973 1441,,466 Dereks Lane Lynnwood Pretoria 0081,Pretoria,,
NCRCP1196,DRILONA CC,DRILONA MICRO FINANCIERS,1999/029837/23,028 313 0272,028 313 0272,3 A 1Mitchell Street Hermanus 7200,Hermanus,,
NCRCP6914,EDWARD HENRY MATHEWS,,N/A,018 632 2765,018 632 4382,Elizma Flats No1 Transvaal Street Lichtenburg 2740,Lichtenburg,,
NCRCP693,VISSER ALGEMENE HANDELAARS BK,VIVA CASH LOANS & BIG DEAL CASH LOANS & BINGO CASH LOANS,2000/044860/23,045 838 5889,045 838 5889,11 Bert Strauss Building Cathcart Road Queenstown 5319,Queenstown,,
NCRCP6935,SNOWDONIA (PTY) LTD,CASH CRUSADERS CLEARY PARK,2013/175418/07,041 481 6232,041 481 6626,"Shop LG 65 B, Cleary Park Shopping Centre. Cnr Stanford Road and Norman Middleton Road Bethalsdorp PORT ELIZABETH 6059",PORT ELIZABETH,,
NCRCP6939,HENNING JACOBUS VAN WYK,,N/A,083 399 9509,086 528 1499,Simondium (Farm) Vosburg 8780,Vosburg,,
